id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1102565,ENSG00000184343,26323,SRPK3,SRSF protein kinase 3,26576,X,n/a,n/a
1091644,ENSG00000117632,3900,STMN1,stathmin 1,3925,1,n/a,n/a
1089807,ENSG00000104435,10917,STMN2,stathmin-like 2,11075,8,n/a,n/a
1087230,ENSG00000015592,57253,STMN4,stathmin-like 4,81551,8,n/a,n/a
1098323,ENSG00000164506,79620,STXBP5,syntaxin binding protein 5 (tomosyn),134957,6,n/a,n/a
1095585,ENSG00000145087,9374,STXBP5L,syntaxin binding protein 5-like,9515,3,n/a,n/a
1087683,ENSG00000060140,34648,STYK1,serine/threonine/tyrosine kinase 1,55359,12,n/a,n/a
1098454,ENSG00000165025,6810,SYK,spleen tyrosine kinase,6850,9,n/a,n/a
1093959,ENSG00000135316,10345,SYNCRIP,"synaptotagmin binding, cytoplasmic RNA interacting protein",10492,6,n/a,n/a
1093291,ENSG00000131018,23100,SYNE1,"spectrin repeat containing, nuclear envelope 1",23345,6,n/a,n/a
1087603,ENSG00000054654,22979,SYNE2,"spectrin repeat containing, nuclear envelope 2",23224,14,n/a,n/a
1100162,ENSG00000171992,11181,SYNPO,synaptopodin,11346,5,n/a,n/a
1092023,ENSG00000120948,23190,TARDBP,TAR DNA binding protein,23435,1,n/a,n/a
1090233,ENSG00000106638,26355,TBL2,transducin (beta)-like 2,26608,7,n/a,n/a
1094209,ENSG00000136535,10558,TBR1,"T-box, brain, 1",10716,2,n/a,n/a
1088120,ENSG00000073861,29742,TBX21,T-box 21,30009,17,n/a,n/a
1093927,ENSG00000135111,6886,TBX3,T-box 3,6926,12,n/a,n/a
1094854,ENSG00000140262,6898,TCF12,transcription factor 12,6938,15,n/a,n/a
1088032,ENSG00000071564,6889,TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,19,n/a,n/a
1104010,ENSG00000196628,6885,TCF4,transcription factor 4,6925,18,n/a,n/a
1094027,ENSG00000135605,6964,TEC,tec protein tyrosine kinase,7006,4,n/a,n/a
1091914,ENSG00000120156,6968,TEK,"TEK tyrosine kinase, endothelial",7010,9,n/a,n/a
1093071,ENSG00000129566,6969,TEP1,telomerase-associated protein 1,7011,14,n/a,n/a
1087462,ENSG00000042832,6996,TG,thyroglobulin,7038,8,n/a,n/a
1101225,ENSG00000177426,7008,TGIF1,TGFB-induced factor homeobox 1,7050,18,n/a,n/a
1091742,ENSG00000118707,37896,TGIF2,TGFB-induced factor homeobox 2,60436,20,n/a,n/a
1096614,ENSG00000153779,59882,TGIF2LX,"TGFB-induced factor homeobox 2-like, X-linked",90316,X,n/a,n/a
1101077,ENSG00000176679,59954,TGIF2LY,"TGFB-induced factor homeobox 2-like, Y-linked",90655,Y,n/a,n/a
1093005,ENSG00000129028,36185,THAP10,THAP domain containing 10,56906,15,n/a,n/a
1093383,ENSG00000131652,55065,THOC6,THO complex 6 homolog (Drosophila),79228,16,n/a,n/a
1103367,ENSG00000187720,55678,THSD4,"thrombospondin, type I, domain containing 4",79875,15,n/a,n/a
1091412,ENSG00000116001,7029,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,7072,2,n/a,n/a
1096404,ENSG00000151923,7030,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,7073,10,n/a,n/a
1087832,ENSG00000066056,7032,TIE1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,7075,1,n/a,n/a
1101720,ENSG00000180346,81686,TIGD2,tigger transposable element derived 2,166815,4,n/a,n/a
1100552,ENSG00000173825,85639,TIGD3,tigger transposable element derived 3,220359,11,n/a,n/a
1099685,ENSG00000169989,83660,TIGD4,tigger transposable element derived 4,201798,4,n/a,n/a
1101642,ENSG00000179886,59138,TIGD5,tigger transposable element derived 5,84948,8,n/a,n/a
1098265,ENSG00000164296,57471,TIGD6,tigger transposable element derived 6,81789,5,n/a,n/a
1094976,ENSG00000140993,60010,TIGD7,tigger transposable element derived 7,91151,16,n/a,n/a
1092786,ENSG00000126953,1666,TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast),1678,X,n/a,n/a
1096263,ENSG00000150779,26269,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B (yeast),26521,11,n/a,n/a
1087419,ENSG00000038295,7049,TLL1,tolloid-like 1,7092,4,n/a,n/a
1088914,ENSG00000095587,7050,TLL2,tolloid-like 2,7093,10,n/a,n/a
1090341,ENSG00000107807,3175,TLX1,T-cell leukemia homeobox 1,3195,10,n/a,n/a
1091301,ENSG00000115297,3176,TLX2,T-cell leukemia homeobox 2,3196,2,n/a,n/a
1098309,ENSG00000164438,29745,TLX3,T-cell leukemia homeobox 3,30012,5,n/a,n/a
1109003,ENSG00000241697,8511,TMEFF1,transmembrane protein with EGF-like and two follistatin-like domains 1,8577,9,n/a,n/a
1095479,ENSG00000144339,23424,TMEFF2,transmembrane protein with EGF-like and two follistatin-like domains 2,23671,2,n/a,n/a
1105039,ENSG00000204178,34508,TMEM57,transmembrane protein 57,55219,1,n/a,n/a
1102065,ENSG00000182271,122943,TMIGD1,transmembrane and immunoglobulin domain containing 1,388364,17,n/a,n/a
1087449,ENSG00000041982,3351,TNC,tenascin C,3371,9,n/a,n/a
1092319,ENSG00000123610,7087,TNFAIP6,"tumor necrosis factor, alpha-induced protein 6",7130,2,n/a,n/a
1089831,ENSG00000104689,8720,TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a",8797,8,n/a,n/a
1092012,ENSG00000120889,8718,TNFRSF10B,"tumor necrosis factor receptor superfamily, member 10b",8795,8,n/a,n/a
1100494,ENSG00000173535,8717,TNFRSF10C,"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain",8794,8,n/a,n/a
1100492,ENSG00000173530,8716,TNFRSF10D,"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain",8793,8,n/a,n/a
1095086,ENSG00000141655,8715,TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",8792,18,n/a,n/a
1098389,ENSG00000164761,4950,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b",4982,8,n/a,n/a
1097095,ENSG00000157873,8691,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14",8764,1,n/a,n/a
1103193,ENSG00000186891,8707,TNFRSF18,"tumor necrosis factor receptor superfamily, member 18",8784,1,n/a,n/a
1087875,ENSG00000067182,7089,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",7132,12,n/a,n/a
1087337,ENSG00000028137,7090,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B",7133,1,n/a,n/a
1095727,ENSG00000146072,26987,TNFRSF21,"tumor necrosis factor receptor superfamily, member 21",27242,6,n/a,n/a
1106399,ENSG00000215788,8647,TNFRSF25,"tumor necrosis factor receptor superfamily, member 25",8718,1,n/a,n/a
1103176,ENSG00000186827,7250,TNFRSF4,"tumor necrosis factor receptor superfamily, member 4",7293,1,n/a,n/a
1092024,ENSG00000120949,938,TNFRSF8,"tumor necrosis factor receptor superfamily, member 8",943,1,n/a,n/a
1087530,ENSG00000049249,3579,TNFRSF9,"tumor necrosis factor receptor superfamily, member 9",3604,1,n/a,n/a
1100636,ENSG00000174292,8641,TNK1,"tyrosine kinase, non-receptor, 1",8711,17,n/a,n/a
1087708,ENSG00000061938,10042,TNK2,"tyrosine kinase, non-receptor, 2",10188,3,n/a,n/a
1091943,ENSG00000120332,40566,TNN,tenascin N,63923,1,n/a,n/a
1091435,ENSG00000116147,7100,TNR,"tenascin R (restrictin, janusin)",7143,1,n/a,n/a
1099331,ENSG00000168477,7105,TNXB,tenascin XB,7148,6,n/a,n/a
1102143,ENSG00000182606,22662,TRAK1,"trafficking protein, kinesin binding 1",22906,3,n/a,n/a
1091410,ENSG00000115993,41851,TRAK2,"trafficking protein, kinesin binding 2",66008,2,n/a,n/a
1090580,ENSG00000109654,23076,TRIM2,tripartite motif containing 2,23321,4,n/a,n/a
1094428,ENSG00000137699,23403,TRIM29,tripartite motif containing 29,23650,11,n/a,n/a
1090648,ENSG00000110171,10465,TRIM3,tripartite motif containing 3,10612,11,n/a,n/a
1091797,ENSG00000119401,22709,TRIM32,tripartite motif containing 32,22954,9,n/a,n/a
1096625,ENSG00000153827,9186,TRIP12,thyroid hormone receptor interactor 12,9320,2,n/a,n/a
1101685,ENSG00000180098,34241,TRNAU1AP,tRNA selenocysteine 1 associated protein 1,54952,1,n/a,n/a
1098802,ENSG00000166402,7232,TUB,tubby homolog (mouse),7275,11,n/a,n/a
1090889,ENSG00000112041,7244,TULP1,tubby like protein 1,7287,6,n/a,n/a
1089849,ENSG00000104804,7245,TULP2,tubby like protein 2,7288,19,n/a,n/a
1088292,ENSG00000078246,7246,TULP3,tubby like protein 3,7289,12,n/a,n/a
1093162,ENSG00000130338,36274,TULP4,tubby like protein 4,56995,6,n/a,n/a
279995993,ENSG00000247596,11179,TWF2,"twinfilin, actin-binding protein, homolog 2 (Drosophila)",11344,3,n/a,n/a
1088157,ENSG00000074966,7251,TXK,TXK tyrosine kinase,7294,4,n/a,n/a
1089986,ENSG00000105397,7254,TYK2,tyrosine kinase 2,7297,19,n/a,n/a
1088853,ENSG00000092445,7258,TYRO3,TYRO3 protein tyrosine kinase,7301,15,n/a,n/a
1091149,ENSG00000114062,7294,UBE3A,ubiquitin protein ligase E3A,7337,15,n/a,n/a
1096297,ENSG00000151148,59821,UBE3B,ubiquitin protein ligase E3B,89910,12,n/a,n/a
1087098,ENSG00000009335,9546,UBE3C,ubiquitin protein ligase E3C,9690,7,n/a,n/a
1089815,ENSG00000104517,30847,UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366,8,n/a,n/a
1101177,ENSG00000177169,8350,ULK1,unc-51-like kinase 1 (C. elegans),8408,12,n/a,n/a
1088465,ENSG00000083290,9562,ULK2,unc-51-like kinase 2 (C. elegans),9706,17,n/a,n/a
1091126,ENSG00000113763,59873,UNC5A,unc-5 homolog A (C. elegans),90249,5,n/a,n/a
1090330,ENSG00000107731,85557,UNC5B,unc-5 homolog B (C. elegans),219699,10,n/a,n/a
1102035,ENSG00000182168,8564,UNC5C,unc-5 homolog C (C. elegans),8633,4,n/a,n/a
1096957,ENSG00000156687,79720,UNC5D,unc-5 homolog D (C. elegans),137970,8,n/a,n/a
1098409,ENSG00000164853,109828,UNCX,UNC homeobox,340260,7,n/a,n/a
1109091,ENSG00000243566,56535,UPK3B,uroplakin 3B,80761,7,n/a,n/a
1096521,ENSG00000152818,7359,UTRN,utrophin,7402,6,n/a,n/a
1096053,ENSG00000148704,10865,VAX1,ventral anterior homeobox 1,11023,10,n/a,n/a
1091420,ENSG00000116035,25555,VAX2,ventral anterior homeobox 2,25806,2,n/a,n/a
1097754,ENSG00000162692,7369,VCAM1,vascular cell adhesion molecule 1,7412,1,n/a,n/a
1087422,ENSG00000038427,1451,VCAN,versican,1462,5,n/a,n/a
1096362,ENSG00000151650,27032,VENTX,VENT homeobox,27287,10,n/a,n/a
1092942,ENSG00000128564,7382,VGF,VGF nerve growth factor inducible,7425,7,n/a,n/a
1093532,ENSG00000132612,26928,VPS4A,vacuolar protein sorting 4 homolog A (S. cerevisiae),27183,16,n/a,n/a
1091816,ENSG00000119541,9384,VPS4B,vacuolar protein sorting 4 homolog B (S. cerevisiae),9525,18,n/a,n/a
1101105,ENSG00000176834,33912,VSIG10,V-set and immunoglobulin domain containing 10,54621,12,n/a,n/a
1091823,ENSG00000119614,109597,VSX2,visual system homeobox 2,338917,14,n/a,n/a
1096242,ENSG00000150627,78272,WDR17,WD repeat domain 17,116966,4,n/a,n/a
1091761,ENSG00000118965,36812,WDR35,WD repeat domain 35,57539,2,n/a,n/a
1094287,ENSG00000136918,125690,WDR38,WD repeat domain 38,401551,9,n/a,n/a
1098093,ENSG00000163811,22915,WDR43,WD repeat domain 43,23160,2,n/a,n/a
1103908,ENSG00000196363,10932,WDR5,WD repeat domain 5,11091,9,n/a,n/a
1102917,ENSG00000185798,110404,WDR53,WD repeat domain 53,348793,3,n/a,n/a
1104129,ENSG00000196981,33845,WDR5B,WD repeat domain 5B,54554,3,n/a,n/a
1088195,ENSG00000075702,94292,WDR62,WD repeat domain 62,284403,19,n/a,n/a
1092342,ENSG00000123977,81649,WDR69,WD repeat domain 69,164781,2,n/a,n/a
1088798,ENSG00000091157,23090,WDR7,WD repeat domain 7,23335,18,n/a,n/a
1098806,ENSG00000166415,90369,WDR72,WD repeat domain 72,256764,15,n/a,n/a
1091316,ENSG00000115368,58339,WDR75,WD repeat domain 75,84128,2,n/a,n/a
1099132,ENSG00000167716,79049,WDR81,WD repeat domain 81,124997,17,n/a,n/a
1098792,ENSG00000166359,79121,WDR88,WD repeat domain 88,126248,19,n/a,n/a
1096882,ENSG00000156076,11037,WIF1,WNT inhibitory factor 1,11197,12,n/a,n/a
1102703,ENSG00000184937,7447,WT1,Wilms tumor 1,7490,11,n/a,n/a
1092251,ENSG00000123124,10901,WWP1,WW domain containing E3 ubiquitin protein ligase 1,11059,8,n/a,n/a
1104589,ENSG00000198373,10902,WWP2,WW domain containing E3 ubiquitin protein ligase 2,11060,16,n/a,n/a
1100971,ENSG00000176105,7482,YES1,v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1,7525,18,n/a,n/a
1091258,ENSG00000115085,7492,ZAP70,zeta-chain (TCR) associated protein kinase 70kDa,7535,2,n/a,n/a
1094949,ENSG00000140836,460,ZFHX3,zinc finger homeobox 3,463,16,n/a,n/a
1088818,ENSG00000091656,55579,ZFHX4,zinc finger homeobox 4,79776,8,n/a,n/a
1096537,ENSG00000152977,7502,ZIC1,Zic family member 1,7545,3,n/a,n/a
1087467,ENSG00000043355,7503,ZIC2,Zic family member 2,7546,13,n/a,n/a
1096979,ENSG00000156925,7504,ZIC3,Zic family member 3,7547,X,n/a,n/a
1100761,ENSG00000174963,58318,ZIC4,Zic family member 4,84107,3,n/a,n/a
1094806,ENSG00000139800,59575,ZIC5,Zic family member 5,85416,13,n/a,n/a
1099435,ENSG00000168916,36780,ZNF608,zinc finger protein 608,57507,5,n/a,n/a
1101724,ENSG00000180357,22815,ZNF609,zinc finger protein 609,23060,15,n/a,n/a
1104543,ENSG00000198205,7743,ZXDA,"zinc finger, X-linked, duplicated A",7789,X,n/a,n/a
1104611,ENSG00000198455,81403,ZXDB,"zinc finger, X-linked, duplicated B",158586,X,n/a,n/a
1087988,ENSG00000070476,55200,ZXDC,ZXD family zinc finger C,79364,3,n/a,n/a
